Money;Date
177.39;2021-04-15 19:57:49.550567
177.49;2021-04-15 19:59:10.174607
177.39;2021-04-15 19:59:57.122785
177.29;2021-04-15 20:00:24.475524
177.54;2021-04-15 20:00:51.845408
177.54;2021-04-15 20:01:19.177821
177.63;2021-04-15 20:01:45.699601
177.53;2021-04-15 20:04:10.020434
177.53;2021-04-15 20:04:37.393378
177.43;2021-04-15 20:05:04.740035
177.75;2021-04-15 20:05:28.157090
177.55;2021-04-15 20:06:10.333383
177.55;2021-04-15 20:06:37.748060
177.45;2021-04-15 20:07:39.009605
177.35;2021-04-15 20:08:06.437282
177.59;2021-04-15 20:08:33.861103
177.49;2021-04-15 20:11:03.358762
177.51;2021-04-15 20:11:29.122274
177.31;2021-04-15 20:12:33.189331
177.37;2021-04-15 20:13:00.665906
177.27;2021-04-15 20:15:25.159404
177.27;2021-04-15 20:15:52.599624
177.36;2021-04-15 20:16:56.469781
177.46;2021-04-15 20:18:30.757476
177.55;2021-04-15 20:21:04.151872
177.45;2021-04-15 20:22:17.945032
177.35;2021-04-15 20:22:45.279969
177.35;2021-04-15 20:23:12.697650
177.39;2021-04-15 20:24:17.097228
177.48;2021-04-15 20:24:44.243743
177.57;2021-04-15 20:25:51.572175
177.66;2021-04-15 20:26:19.064147
177.56;2021-04-15 20:26:46.463115
177.65;2021-04-15 20:27:13.977766
177.74;2021-04-15 20:28:00.463458
177.84;2021-04-15 20:29:26.236954
177.93;2021-04-15 20:29:54.344431
177.83;2021-04-15 20:30:37.920674
177.83;2021-04-15 20:31:05.239535
177.83;2021-04-15 20:31:32.654695
177.93;2021-04-15 20:33:23.186903
177.83;2021-04-15 20:34:27.192352
177.83;2021-04-15 20:34:54.634633
177.73;2021-04-15 20:35:27.465940
177.63;2021-04-15 20:35:54.690533
177.53;2021-04-15 20:36:22.289898
177.43;2021-04-15 20:36:49.781749
177.49;2021-04-15 20:37:17.216292
177.59;2021-04-15 20:37:42.466980
177.49;2021-04-15 20:38:44.100262
177.39;2021-04-15 20:39:11.660308
177.39;2021-04-15 20:39:39.106499
177.48;2021-04-15 20:40:27.705813
177.38;2021-04-15 20:41:19.503880
177.38;2021-04-15 20:41:47.001673
177.28;2021-04-15 20:42:14.466272
177.38;2021-04-15 20:42:50.096484
177.48;2021-04-15 20:44:09.312508
177.48;2021-04-15 20:44:36.716024
177.48;2021-04-15 20:45:04.176005
177.38;2021-04-15 20:45:34.414038
177.38;2021-04-15 20:46:01.891157
177.38;2021-04-15 20:46:29.370919
177.46;2021-04-15 20:46:52.741815
177.46;2021-04-15 20:50:05.581464
177.55;2021-04-15 20:51:29.413856
177.55;2021-04-15 20:52:57.354948
177.35;2021-04-15 20:53:31.289508
177.35;2021-04-15 20:53:58.708774
177.25;2021-04-15 20:54:59.164625
177.15;2021-04-15 20:55:26.485562
177.05;2021-04-15 20:55:58.209897
177.05;2021-04-15 20:56:25.579301
176.95;2021-04-15 20:58:11.719220
176.85;2021-04-15 20:58:39.167789
176.75;2021-04-15 21:00:40.198698
176.75;2021-04-15 21:01:07.536916
176.65;2021-04-15 21:01:34.949551
176.55;2021-04-15 21:02:02.469693
176.75;2021-04-15 21:02:25.808047
176.65;2021-04-15 21:02:57.124733
176.72;2021-04-15 21:03:24.672971
176.72;2021-04-15 21:03:52.097530
176.81;2021-04-15 21:05:58.422134
176.71;2021-04-15 21:06:57.420360
176.71;2021-04-15 21:07:24.792489
176.61;2021-04-15 21:07:52.017105
176.51;2021-04-15 21:08:19.497198
176.51;2021-04-15 21:09:13.238460
176.41;2021-04-15 21:09:49.678306
176.43;2021-04-15 21:10:17.121081
176.33;2021-04-15 21:10:43.146609
176.42;2021-04-15 21:16:08.441047
176.50;2021-04-15 21:17:37.985777
176.40;2021-04-15 21:18:03.647356
176.40;2021-04-15 21:18:31.049363
176.50;2021-04-15 21:19:37.530064
176.40;2021-04-15 21:20:46.878816
176.40;2021-04-15 21:21:14.307588
176.49;2021-04-15 21:22:47.828250
176.59;2021-04-15 21:24:00.879076
176.49;2021-04-15 21:24:48.690658
176.39;2021-04-15 21:25:16.157260
176.44;2021-04-15 21:25:43.550803
176.44;2021-04-15 21:26:11.111886
176.34;2021-04-15 21:27:08.569670
176.24;2021-04-15 21:27:36.047151
176.32;2021-04-15 21:28:06.750232
176.22;2021-04-15 21:28:31.373316
176.12;2021-04-15 21:28:58.713598
176.12;2021-04-15 22:50:34.851283
176.12;2021-04-15 22:59:13.958022
176.12;2021-04-16 10:01:57.748906
176.91;2021-04-16 10:30:35.238283
176.81;2021-04-16 10:31:14.661366
176.71;2021-04-16 10:33:25.131793
176.61;2021-04-16 10:36:20.889468
176.51;2021-04-16 10:39:56.739010
176.41;2021-04-16 10:40:24.080363
176.31;2021-04-16 10:45:55.786307
176.40;2021-04-16 10:47:22.554279
176.40;2021-04-16 10:47:49.974941
176.30;2021-04-16 10:48:33.608300
176.39;2021-04-16 10:49:42.772677
176.29;2021-04-16 10:51:00.240172
176.19;2021-04-16 10:52:01.512704
176.09;2021-04-16 10:53:52.906028
176.09;2021-04-16 10:56:40.777549
176.04;2021-04-16 11:23:11.965552
175.99;2021-04-16 11:23:39.744143
176.07;2021-04-16 11:24:07.782341
176.07;2021-04-16 11:25:00.920298
176.07;2021-04-16 11:25:29.161254
176.11;2021-04-16 11:26:15.281735
176.16;2021-04-16 11:27:16.335715
176.11;2021-04-16 11:28:56.707291
176.06;2021-04-16 11:29:21.980984
176.01;2021-04-16 11:29:49.993024
175.96;2021-04-16 11:30:17.926921
176.00;2021-04-16 11:30:44.463663
175.95;2021-04-16 11:31:20.727043
175.95;2021-04-16 11:31:48.559142
176.00;2021-04-16 11:33:30.720401
175.95;2021-04-16 11:34:05.765953
175.95;2021-04-16 11:34:33.380807
175.90;2021-04-16 11:35:31.187487
175.85;2021-04-16 11:35:59.211445
175.96;2021-04-16 11:36:27.539229
175.86;2021-04-16 11:37:50.278044
175.81;2021-04-16 11:38:17.667555
175.94;2021-04-16 11:38:45.170921
175.84;2021-04-16 11:39:23.253474
175.84;2021-04-16 11:39:51.078388
175.84;2021-04-16 11:40:19.021691
175.79;2021-04-16 11:42:40.244791
175.83;2021-04-16 11:43:26.296266
175.83;2021-04-16 11:43:54.274015
175.78;2021-04-16 11:44:38.052318
175.78;2021-04-16 11:45:05.959477
175.73;2021-04-16 11:45:40.680097
175.68;2021-04-16 11:46:08.514631
175.63;2021-04-16 11:47:31.048291
175.58;2021-04-16 11:47:58.941391
175.68;2021-04-16 11:48:26.466549
175.58;2021-04-16 11:49:03.618102
175.58;2021-04-16 11:49:31.299969
175.62;2021-04-16 11:50:54.456479
175.67;2021-04-16 11:52:19.857934
175.62;2021-04-16 11:53:12.562584
175.52;2021-04-16 11:53:39.960027
175.56;2021-04-16 11:54:16.451080
175.51;2021-04-16 11:56:31.569769
175.51;2021-04-16 11:56:58.966665
175.56;2021-04-16 11:57:25.320387
175.56;2021-04-16 11:57:52.947060
175.56;2021-04-16 12:04:19.759502
175.51;2021-04-16 13:32:19.532083
175.51;2021-04-16 13:33:08.240777
175.55;2021-04-16 13:36:24.754856
175.55;2021-04-16 13:36:52.299202
175.50;2021-04-16 13:37:47.482988
175.55;2021-04-16 13:38:11.591418
175.55;2021-04-16 13:51:56.996377
179.16;2021-04-16 14:10:28.991507
178.56;2021-04-16 14:40:20.594354
176.56;2021-04-16 14:40:51.504019
177.36;2021-04-16 14:44:40.203938
177.36;2021-04-16 14:45:33.084701
175.36;2021-04-16 14:46:31.407613
175.36;2021-04-16 14:47:02.678732
175.36;2021-04-16 14:51:34.155767
175.36;2021-04-16 15:48:31.199394
175.36;2021-04-16 15:55:49.350385
175.36;2021-04-16 16:27:56.446628
175.36;2021-04-16 16:48:30.974869
175.36;2021-04-16 18:01:28.574287
175.42;2021-04-16 18:39:43.932777
175.37;2021-04-16 18:40:14.250914
175.37;2021-04-16 18:40:44.477873
175.37;2021-04-16 18:41:14.788162
175.43;2021-04-16 18:43:37.413464
175.38;2021-04-16 18:44:21.334746
175.33;2021-04-16 18:44:51.840047
175.33;2021-04-16 18:45:22.492835
175.38;2021-04-16 18:46:21.846754
175.33;2021-04-16 18:47:07.278037
175.33;2021-04-16 18:47:37.826342
175.28;2021-04-16 18:48:26.594254
175.34;2021-04-16 18:48:56.901541
175.38;2021-04-16 18:52:53.122949
175.38;2021-04-16 18:53:23.231346
175.33;2021-04-16 18:54:15.183145
175.28;2021-04-16 18:54:45.238259
175.23;2021-04-16 18:55:45.181585
175.18;2021-04-16 18:56:15.147254
175.24;2021-04-16 18:57:32.925849
175.29;2021-04-16 19:00:24.499763
175.24;2021-04-16 19:00:54.891385
175.19;2021-04-16 19:01:25.159421
175.30;2021-04-16 19:01:55.380814
175.35;2021-04-16 19:02:26.001230
175.35;2021-04-16 19:02:55.633530
175.41;2021-04-16 19:03:29.245751
175.36;2021-04-16 19:04:11.275836
175.31;2021-04-16 19:04:41.340607
175.37;2021-04-16 19:05:54.041261
175.32;2021-04-16 19:07:16.129290
175.32;2021-04-16 19:07:46.701198
175.38;2021-04-16 19:08:38.270656
175.33;2021-04-16 19:10:58.650197
175.37;2021-04-16 19:11:28.606230
175.32;2021-04-16 19:11:55.190500
175.27;2021-04-16 19:12:24.698223
175.38;2021-04-16 19:12:54.584392
175.28;2021-04-16 19:13:52.123031
175.23;2021-04-16 19:14:22.651334
175.18;2021-04-16 19:14:53.031627
175.13;2021-04-16 19:15:26.040860
175.08;2021-04-16 19:15:56.364550
175.08;2021-04-16 19:16:26.636836
174.98;2021-04-16 19:18:09.163362
174.98;2021-04-16 19:18:39.259637
174.88;2021-04-16 19:19:12.072114
174.83;2021-04-16 19:19:39.721199
174.83;2021-04-16 19:20:10.556359
174.78;2021-04-16 19:21:21.888694
174.73;2021-04-16 19:21:52.094973
174.73;2021-04-16 19:22:22.437262
174.68;2021-04-16 19:23:13.432575
174.68;2021-04-16 19:23:43.843465
174.58;2021-04-16 19:24:16.171904
174.53;2021-04-16 19:25:07.436889
174.53;2021-04-16 19:25:37.320203
174.48;2021-04-16 19:26:07.849507
174.60;2021-04-16 19:26:38.073631
174.55;2021-04-16 19:27:08.765292
174.50;2021-04-16 19:27:39.476721
174.50;2021-04-16 19:28:09.943488
174.40;2021-04-16 19:28:42.203282
174.35;2021-04-16 19:29:12.698584
174.41;2021-04-16 19:30:38.685241
174.47;2021-04-16 19:32:50.479519
174.53;2021-04-16 19:35:32.508696
174.48;2021-04-16 19:36:46.247800
174.53;2021-04-16 19:37:16.517767
174.48;2021-04-16 19:37:46.672297
174.43;2021-04-16 19:38:16.226527
174.49;2021-04-16 19:38:44.532663
174.55;2021-04-16 19:40:04.048827
174.55;2021-04-16 19:41:13.537029
174.50;2021-04-16 19:42:11.768795
174.50;2021-04-16 19:42:42.225666
174.45;2021-04-16 19:43:52.395962
174.40;2021-04-16 19:44:23.006776
174.44;2021-04-16 19:44:54.106579
174.39;2021-04-16 19:45:24.659096
174.45;2021-04-16 19:50:04.499106
174.45;2021-04-16 19:50:34.648700
174.46;2021-04-16 19:51:19.341168
174.41;2021-04-16 19:52:54.231224
174.36;2021-04-16 19:53:23.838361
174.31;2021-04-16 19:53:51.799646
174.31;2021-04-16 19:54:21.357851
174.31;2021-04-16 20:01:13.285091
183.21;2021-04-17 09:02:02.027040
183.21;2021-04-17 10:33:50.490763
183.21;2021-04-17 11:00:07.995970
183.27;2021-04-17 11:29:35.772801
183.32;2021-04-17 11:30:34.547874
183.27;2021-04-17 11:31:44.484820
183.33;2021-04-17 11:32:53.976375
183.39;2021-04-17 11:33:46.460438
183.45;2021-04-17 11:34:29.184054
183.40;2021-04-17 11:35:07.624612
183.45;2021-04-17 11:35:49.045636
183.40;2021-04-17 11:36:33.939260
183.46;2021-04-17 11:39:11.866381
183.52;2021-04-17 11:39:40.196098
183.47;2021-04-17 11:41:20.518431
183.53;2021-04-17 11:44:48.807077
183.48;2021-04-17 11:45:24.876315
183.43;2021-04-17 11:47:09.301263
183.38;2021-04-17 11:50:24.319478
183.43;2021-04-17 11:53:47.525332
183.49;2021-04-17 11:55:51.891774
183.55;2021-04-17 11:57:38.736007
183.50;2021-04-17 11:58:17.937691
183.56;2021-04-17 12:00:07.689749
183.62;2021-04-17 12:02:55.514291
183.67;2021-04-17 12:04:01.780740
183.73;2021-04-17 12:05:39.361750
183.68;2021-04-17 12:06:55.426106
183.63;2021-04-17 12:09:53.904816
183.69;2021-04-17 12:10:41.545900
183.64;2021-04-17 12:11:38.186401
183.70;2021-04-17 12:12:54.512700
183.76;2021-04-17 12:14:24.689869
183.71;2021-04-17 12:14:51.779741
183.66;2021-04-17 12:15:41.300691
183.61;2021-04-17 12:17:26.852790
183.56;2021-04-17 12:18:11.540805
183.51;2021-04-17 12:21:37.440558
183.46;2021-04-17 12:26:52.543984
183.51;2021-04-17 12:27:36.093905
183.46;2021-04-17 12:28:05.520288
183.41;2021-04-17 12:31:59.709072
183.47;2021-04-17 12:34:44.626754
183.52;2021-04-17 12:35:42.223971
183.47;2021-04-17 12:36:58.344386
183.42;2021-04-17 12:38:56.887357
183.37;2021-04-17 12:40:52.888070
183.32;2021-04-17 12:44:08.938641
183.27;2021-04-17 12:45:22.226290
183.22;2021-04-17 12:46:34.478112
183.17;2021-04-17 12:47:03.868694
183.23;2021-04-17 12:47:30.299279
183.29;2021-04-17 12:48:49.958127
183.35;2021-04-17 12:49:55.890072
183.40;2021-04-17 12:51:23.123216
183.35;2021-04-17 12:53:55.011167
183.30;2021-04-17 12:54:24.486512
183.36;2021-04-17 12:54:50.159347
183.42;2021-04-17 12:55:37.136824
183.47;2021-04-17 12:56:04.048247
183.42;2021-04-17 12:56:56.923182
183.37;2021-04-17 12:57:26.328239
183.56;2021-04-17 12:57:55.677714
183.56;2021-04-17 12:58:25.109224
183.62;2021-04-17 12:59:50.524257
183.68;2021-04-17 13:01:32.208652
183.63;2021-04-17 13:02:01.600846
183.79;2021-04-17 13:02:30.988357
183.74;2021-04-17 13:03:49.480466
183.69;2021-04-17 13:04:18.893165
183.69;2021-04-17 13:04:48.294709
183.69;2021-04-17 13:05:17.760812
183.75;2021-04-17 13:06:56.432904
183.81;2021-04-17 13:07:30.778022
183.87;2021-04-17 13:09:02.229803
183.82;2021-04-17 13:09:37.463545
183.77;2021-04-17 13:14:30.727092
183.72;2021-04-17 13:15:40.198927
183.78;2021-04-17 13:17:37.601028
183.83;2021-04-17 13:18:17.075218
183.78;2021-04-17 13:19:46.788081
183.73;2021-04-17 13:20:54.698898
183.73;2021-04-17 23:31:51.380301
183.73;2021-04-18 00:44:30.490039
183.73;2021-04-18 10:03:54.565027
184.37;2021-04-18 10:53:43.775003
181.43;2021-04-18 11:17:03.958081
181.43;2021-04-18 11:44:58.171353
181.47;2021-04-18 12:08:33.569652
181.42;2021-04-18 12:09:47.994682
181.37;2021-04-18 12:10:17.397152
181.38;2021-04-18 12:10:53.505813
181.38;2021-04-18 12:11:23.075973
181.33;2021-04-18 12:11:52.621066
181.33;2021-04-18 12:12:22.280343
181.28;2021-04-18 12:13:21.387621
181.28;2021-04-18 12:18:21.959065
181.28;2021-04-18 14:20:43.775082
183.75;2021-04-18 14:48:09.414883
183.70;2021-04-18 14:48:35.935303
183.71;2021-04-18 14:49:04.382556
181.71;2021-04-18 14:49:51.287940
181.71;2021-04-18 14:50:19.842613
181.76;2021-04-18 14:51:25.731761
181.76;2021-04-18 14:57:21.281245
186.81;2021-04-18 15:22:07.269487
186.96;2021-04-18 15:24:10.820478
186.96;2021-04-18 15:24:39.336694
186.96;2021-04-18 15:26:46.816714
186.96;2021-04-18 15:27:15.446351
186.96;2021-04-18 15:36:53.381677
184.96;2021-04-18 19:22:36.055483
184.91;2021-04-18 19:47:39.872786
184.91;2021-04-18 19:48:09.423377
184.86;2021-04-18 19:49:13.639571
184.86;2021-04-18 19:49:35.824329
184.87;2021-04-18 19:49:54.049897
184.87;2021-04-18 19:50:14.842404
184.77;2021-04-18 19:50:32.497260
184.84;2021-04-18 19:51:02.579836
184.79;2021-04-18 19:51:32.510724
184.85;2021-04-18 19:52:23.853646
184.92;2021-04-18 19:54:43.111122
184.98;2021-04-18 19:55:11.941300
184.99;2021-04-18 19:55:33.099930
184.99;2021-04-18 19:56:02.559569
185.05;2021-04-18 19:56:48.266056
185.11;2021-04-18 19:57:49.436017
185.11;2021-04-18 20:03:41.700478
185.06;2021-04-18 20:23:47.430880
185.06;2021-04-18 20:24:08.083522
184.96;2021-04-18 20:27:52.519649
184.96;2021-04-18 20:28:21.500919
184.91;2021-04-18 20:29:08.370221
184.91;2021-04-18 20:29:26.026573
184.91;2021-04-18 20:29:43.704644
184.97;2021-04-18 20:38:22.816182
185.02;2021-04-18 20:39:12.100356
185.02;2021-04-18 20:45:48.769482
185.02;2021-04-18 21:22:07.421431
185.02;2021-04-18 21:53:45.661223
185.02;2021-04-18 22:12:12.039347
185.02;2021-04-18 22:12:34.168606
185.02;2021-04-18 22:13:00.365844
185.02;2021-04-18 22:14:33.520563
185.02;2021-04-18 22:15:30.907791
184.92;2021-04-18 22:20:01.177908
184.87;2021-04-18 22:46:50.736343
184.92;2021-04-18 23:02:57.288748
184.96;2021-04-18 23:03:25.117503
184.91;2021-04-18 23:08:33.390911
184.96;2021-04-18 23:09:22.955438
185.00;2021-04-18 23:10:26.227052
184.95;2021-04-18 23:11:24.249626
185.00;2021-04-18 23:12:46.808211
185.04;2021-04-18 23:14:13.413609
185.09;2021-04-18 23:16:14.239511
185.13;2021-04-18 23:19:01.637335
185.08;2021-04-18 23:20:33.258048
185.13;2021-04-18 23:21:54.229552
185.13;2021-04-18 23:26:33.539964
185.13;2021-04-18 23:42:01.153675
185.13;2021-04-19 13:59:31.392903
185.13;2021-04-19 14:31:17.202034
180.13;2021-04-19 15:59:21.318079
180.13;2021-04-19 15:59:53.305128
180.83;2021-04-19 16:03:28.270662
186.03;2021-04-19 16:05:05.085550
181.03;2021-04-19 16:06:44.991307
176.03;2021-04-19 16:08:56.312395
171.03;2021-05-10 12:45:15.606586
172.05;2021-05-10 13:18:21.428988
171.05;2021-05-10 13:18:43.609233
171.05;2021-05-10 13:19:10.663724
171.49;2021-05-10 13:19:42.153209
169.49;2021-05-10 13:20:26.396616
169.49;2021-05-10 13:20:47.034963
166.49;2021-05-10 13:21:23.891760
177.59;2021-06-01 19:55:26.439149
